FC東京.xlsx,市場価値.xlsx,通算対戦成績.xlsx,,objective variable,,,,,explanatory variable,,,,,,,,,,,,,
Basic information,,,,point result,,score result,,,compatibility,,,others,ME,,,,,opponent,,,,
Year,Section,name of me,name of opponent,gain points,lose points,"score(win=3,draw=1,lose=0)","lose=0, not lose=1","not win=0, win=1",mean score(compatibility),mean gain points(compatibility),mean lose points(compatibility),Home/Away,score of last year(me),mean score points in last five games(me),total market value(me),mean age(me),number of foreign people(me),score of last year(opponent),total market value(opponent),mean age(opponent),number of foreign people(opponent),
2018,27,広島,FC東京,1,1,1,1,0,1.477272727,1.3,1.2,H,33,1.4,1.015321155,25,4,40,0.991750147,23.3,5,
2018,29,広島,柏,0,3,0,0,0,1.145454545,1.3,1.5,H,33,1.4,1.015321155,25,4,62,0.904537419,24.2,7,
2018,32,広島,仙台,0,1,0,0,0,1.575757576,1.4,1,H,33,0.2,1.015321155,25,4,41,0.701237478,23.9,5,
2018,33,広島,名古屋,1,2,0,0,0,1.253731343,1.4,1.3,H,33,0,1.015321155,25,4,25,0.81496759,23.7,6,
2019,1,広島,清水,1,1,1,1,0,1.353846154,1.3,1.2,H,57,0.2,0.868597291,25.3,5,49,0.810800893,24.4,7,
2019,2,広島,磐田,0,0,1,1,0,1.254545455,1.2,1.5,H,57,0.4,0.868597291,25.3,5,41,0.959420201,26.6,8,
2019,4,広島,松本,1,0,3,1,1,2.6,3,1,H,57,1.2,0.868597291,25.3,5,30,0.753004495,26,7,
2019,6,広島,Ｇ大阪,3,0,3,1,1,1.24691358,1.6,1.7,H,57,2.2,0.868597291,25.3,5,48,1.493348827,24.3,7,
2019,8,広島,FC東京,0,1,0,0,0,1.477272727,1.3,1.2,H,57,3,0.868597291,25.3,5,50,0.806397358,23.2,8,
2019,10,広島,横浜FM,0,1,0,0,0,1.066666667,1.4,1.8,H,57,1.8,0.868597291,25.3,5,41,0.885110547,24.2,9,
2019,12,広島,鳥栖,0,1,0,0,0,2,1.7,0.8,H,57,0.6,0.868597291,25.3,5,41,1.279777377,25,10,
2019,15,広島,湘南,2,0,3,1,1,1.76744186,1.6,1.2,H,57,0.6,0.868597291,25.3,5,41,0.566955139,23.2,5,
2019,18,広島,Ｃ大阪,1,1,1,1,0,1.625,1.6,1.5,H,57,1.4,0.868597291,25.3,5,50,1.179596954,24.8,9,
2019,16,広島,川崎Ｆ,3,2,3,1,1,1,1.1,1.8,H,57,1.8,0.868597291,25.3,5,69,1.169689,24.9,5,
2019,21,広島,札幌,1,0,3,1,1,1.708333333,1.8,1.4,H,57,1.8,0.868597291,25.3,5,55,0.542185254,23.8,6,
2019,24,広島,大分,0,0,1,1,0,1.736842105,1.1,0.8,H,57,2.2,0.868597291,25.3,5,30,0.419987156,23.9,2,
2019,27,広島,名古屋,1,1,1,1,0,1.253731343,1.4,1.3,H,57,1.6,0.868597291,25.3,5,41,1.065105043,23.9,6,
2019,28,広島,神戸,6,2,3,1,1,1.804347826,1.7,1.2,H,57,1.6,0.868597291,25.3,5,45,2.002507569,25.6,9,
2019,31,広島,浦和,1,1,1,1,0,1.058823529,1.1,1.6,H,57,2,0.868597291,25.3,5,51,1.463074524,24.9,5,
2019,32,広島,鹿島,0,0,1,1,0,1.111111111,1.2,1.5,H,57,1.6,0.868597291,25.3,5,56,1.061251949,24.4,6,
2019,34,広島,仙台,1,0,3,1,1,1.575757576,1.4,1,H,57,1,0.868597291,25.3,5,45,0.673190422,25.9,6,
2020,1,広島,鹿島,3,0,3,1,1,1.111111111,1.2,1.5,H,55,1,0.842732169,25.7,4,63,1.064314821,24.4,5,
2020,3,広島,大分,1,2,0,0,0,1.736842105,1.1,0.8,H,55,2,0.842732169,25.7,4,47,0.710398085,24.1,1,
2020,5,広島,Ｃ大阪,1,2,0,0,0,1.625,1.6,1.5,H,55,2,0.842732169,25.7,4,59,1.187416294,23.7,8,
2020,9,広島,湘南,1,0,3,1,1,1.76744186,1.6,1.2,H,55,0.8,0.842732169,25.7,4,36,0.678596871,23.5,3,
2020,11,広島,FC東京,3,3,1,1,0,1.477272727,1.3,1.2,H,55,1.2,0.842732169,25.7,4,64,0.938648733,23.7,5,
2020,13,広島,仙台,1,1,1,1,0,1.575757576,1.4,1,H,55,1.4,0.842732169,25.7,4,41,0.883765993,24.8,7,
2020,15,広島,清水,4,1,3,1,1,1.353846154,1.3,1.2,H,55,1,0.842732169,25.7,4,39,1.03866868,25,9,
2020,19,広島,Ｇ大阪,1,2,0,0,0,1.24691358,1.6,1.7,H,55,2,0.842732169,25.7,4,47,1.074573277,23.9,7,
2020,20,広島,鳥栖,3,0,3,1,1,2,1.7,0.8,H,55,1.4,0.842732169,25.7,4,36,0.659105805,24.4,10,
2020,22,広島,川崎Ｆ,0,2,0,0,0,1,1.1,1.8,H,55,2,0.842732169,25.7,4,60,1.178696606,26.1,5,
2020,23,広島,神戸,2,1,3,1,1,1.804347826,1.7,1.2,H,55,1.8,0.842732169,25.7,4,47,1.233579346,24.5,5,
2020,32,広島,横浜FM,3,1,3,1,1,1.066666667,1.4,1.8,H,55,1.8,0.842732169,25.7,4,70,1.297694697,23,7,
2020,26,広島,浦和,1,1,1,1,0,1.058823529,1.1,1.6,H,55,1.4,0.842732169,25.7,4,37,1.561849942,25.3,6,
2020,7,広島,名古屋,2,0,3,1,1,1.253731343,1.4,1.3,H,55,1.6,0.842732169,25.7,4,37,1.258199641,24.9,6,
2020,27,広島,横浜FC,1,1,1,1,0,2.461538462,2,0.5,H,55,1.6,0.842732169,25.7,4,31,0.471888981,26.9,4,
2020,30,広島,札幌,2,2,1,1,0,1.708333333,1.8,1.4,H,55,1.8,0.842732169,25.7,4,46,1.005328698,23.9,9,
2020,33,広島,柏,0,1,0,0,0,1.145454545,1.3,1.5,H,55,1.2,0.842732169,25.7,4,31,0.914541362,23.9,6,
2021,1,広島,仙台,1,1,1,1,0,1.575757576,1.4,1,H,48,0.4,0.96738686,27.3,4,28,0.649746831,26.3,8,
2021,3,広島,札幌,2,1,3,1,1,1.708333333,1.8,1.4,H,48,0.4,0.96738686,27.3,4,39,0.835298928,26.3,7,
2021,5,広島,清水,1,0,3,1,1,1.353846154,1.3,1.2,H,48,1.2,0.96738686,27.3,4,28,1.100103783,26.5,7,
2021,7,広島,Ｇ大阪,0,0,1,1,0,1.24691358,1.6,1.7,H,48,2.2,0.96738686,27.3,4,65,1.187533415,26.7,7,
2021,9,広島,湘南,0,1,0,0,0,1.76744186,1.6,1.2,H,48,2.2,0.96738686,27.3,4,27,0.695034123,25.8,4,
2021,11,広島,福岡,1,2,0,0,0,1.703703704,1.9,1.1,H,48,1,0.96738686,27.3,4,27,0.932792402,27.3,8,
2021,14,広島,徳島,0,1,0,0,0,2.571428571,2.1,0.7,H,48,1,0.96738686,27.3,4,27,0.917067648,25.8,4,
2017,6,札幌,FC東京,2,1,3,1,1,0.916666667,1,1.7,H,22,0.8,0.673661654,26.9,7,46,1.127202867,24.2,6,
2017,7,札幌,川崎Ｆ,1,1,1,1,0,0.413793103,0.7,2.2,H,22,1.4,0.673661654,26.9,7,76,0.977574168,25.5,6,
2017,10,札幌,大宮,1,0,3,1,1,1.269230769,1.2,1.3,H,22,1,0.673661654,26.9,7,52,0.859866258,25.8,6,
2017,11,札幌,Ｇ大阪,0,2,0,0,0,0.928571429,0.9,1.9,H,22,1.6,0.673661654,26.9,7,48,1.014150072,23,7,
2017,14,札幌,神戸,1,2,0,0,0,1.035714286,1.4,2,H,22,0.8,0.673661654,26.9,7,40,1.82547013,25.2,5,
2017,17,札幌,清水,1,0,3,1,1,1.148148148,1.7,2,H,22,0,0.673661654,26.9,7,22,0.711567592,24.6,5,
2017,19,札幌,浦和,2,0,3,1,1,1.260869565,1.3,1.3,H,22,0.8,0.673661654,26.9,7,66,1.322052684,26.5,3,
2017,21,札幌,横浜FM,0,2,0,0,0,0.692307692,1.1,2,H,22,1.4,0.673661654,26.9,7,44,0.901097277,23.2,6,
2017,22,札幌,甲府,1,1,1,1,0,1.193548387,1.5,1.4,H,22,1.4,0.673661654,26.9,7,30,0.577234271,26.7,8,
2017,24,札幌,仙台,1,0,3,1,1,1.465116279,1.2,1.1,H,22,0.8,0.673661654,26.9,7,46,0.736838216,24.5,5,
2017,25,札幌,磐田,2,1,3,1,1,1.310344828,1.1,1.8,H,22,0.8,0.673661654,26.9,7,46,0.80333986,25.5,3,
2017,27,札幌,新潟,2,2,1,1,0,1.25,1.2,1.4,H,22,1.4,0.673661654,26.9,7,36,0.711567592,24.3,6,
2017,29,札幌,柏,3,0,3,1,1,1.148148148,1.3,1.8,H,22,1.6,0.673661654,26.9,7,48,0.911072524,23.2,6,
2017,31,札幌,鹿島,1,2,0,0,0,0.565217391,0.8,2.3,H,22,1.6,0.673661654,26.9,7,78,1.179074149,24.3,7,
2017,34,札幌,鳥栖,3,2,3,1,1,1.571428571,1.4,1.1,H,22,2.4,0.673661654,26.9,7,34,1.20700484,24.9,6,
2018,3,札幌,清水,1,3,0,0,0,1.148148148,1.7,2,H,43,2,0.649970536,25.9,6,28,0.704183854,25.3,6,
2018,4,札幌,長崎,2,1,3,1,1,1.32885906,0.604026846,0.362416107,H,43,1.4,0.649970536,25.9,6,25,0.446670595,25.2,5,
2018,6,札幌,名古屋,3,0,3,1,1,1.277777778,1.3,1.6,H,43,1,0.649970536,25.9,6,25,0.81496759,23.7,6,
2018,7,札幌,湘南,1,0,3,1,1,1.571428571,1.6,1.1,H,43,1.6,0.649970536,25.9,6,25,0.585150265,24.2,4,
2018,10,札幌,横浜FM,2,1,3,1,1,0.692307692,1.1,2,H,43,2.2,0.649970536,25.9,6,59,0.820860342,23.8,8,
2018,13,札幌,Ｇ大阪,2,0,3,1,1,0.928571429,0.9,1.9,H,43,2.2,0.649970536,25.9,6,43,0.945786682,23.1,5,
2018,16,札幌,川崎Ｆ,1,2,0,0,0,0.413793103,0.7,2.2,H,43,1.6,0.649970536,25.9,6,72,1.224513848,25.5,7,
2018,17,札幌,磐田,0,0,1,1,0,1.310344828,1.1,1.8,H,43,1.4,0.649970536,25.9,6,58,0.868002357,26,6,
2018,20,札幌,柏,1,2,0,0,0,1.148148148,1.3,1.8,H,43,1,0.649970536,25.9,6,62,0.904537419,24.2,7,
2018,21,札幌,Ｃ大阪,1,1,1,1,0,1.185185185,1.1,1.4,H,43,0.8,0.649970536,25.9,6,63,1.208014143,24.1,7,
2018,23,札幌,FC東京,3,2,3,1,1,0.916666667,1,1.7,H,43,1.2,0.649970536,25.9,6,40,0.991750147,23.3,5,
2018,25,札幌,神戸,3,1,3,1,1,1.035714286,1.4,2,H,43,1.6,0.649970536,25.9,6,44,2.291101945,25.9,8,
2018,27,札幌,鹿島,0,2,0,0,0,0.565217391,0.8,2.3,H,43,2,0.649970536,25.9,6,72,1.121390689,25,6,
2018,28,札幌,鳥栖,2,1,3,1,1,1.571428571,1.4,1.1,H,43,1.8,0.649970536,25.9,6,47,1.143193872,25.4,7,
2018,31,札幌,仙台,1,0,3,1,1,1.465116279,1.2,1.1,H,43,1.4,0.649970536,25.9,6,41,0.701237478,23.9,5,
2018,32,札幌,浦和,1,2,0,0,0,1.260869565,1.3,1.3,H,43,2,0.649970536,25.9,6,49,1.563347083,26.3,6,
2018,34,札幌,広島,2,2,1,1,0,1.083333333,1.4,1.8,H,43,2,0.649970536,25.9,6,33,1.015321155,25,4,
2019,3,札幌,清水,5,2,3,1,1,1.148148148,1.7,2,H,55,1.4,0.542185254,23.8,6,49,0.810800893,24.4,7,
2019,4,札幌,鹿島,1,3,0,0,0,0.565217391,0.8,2.3,H,55,2,0.542185254,23.8,6,56,1.061251949,24.4,6,
2019,6,札幌,大分,1,2,0,0,0,1.291666667,1,1.2,H,55,1.2,0.542185254,23.8,6,30,0.419987156,23.9,2,
2019,8,札幌,横浜FM,3,0,3,1,1,0.692307692,1.1,2,H,55,1.2,0.542185254,23.8,6,41,0.885110547,24.2,9,
2019,10,札幌,神戸,2,1,3,1,1,1.035714286,1.4,2,H,55,1.8,0.542185254,23.8,6,45,2.002507569,25.6,9,
2019,13,札幌,Ｇ大阪,0,0,1,1,0,0.928571429,0.9,1.9,H,55,2,0.542185254,23.8,6,48,1.493348827,24.3,7,
2019,14,札幌,広島,1,0,3,1,1,1.083333333,1.4,1.8,H,55,1.6,0.542185254,23.8,6,57,0.868597291,25.3,5,
2019,16,札幌,鳥栖,3,1,3,1,1,1.571428571,1.4,1.1,H,55,1.2,0.542185254,23.8,6,41,1.279777377,25,10,
2019,18,札幌,松本,1,1,1,1,0,1.75,1.5,1.1,H,55,1.6,0.542185254,23.8,6,30,0.753004495,26,7,
2019,20,札幌,湘南,5,2,3,1,1,1.571428571,1.6,1.1,H,55,1,0.542185254,23.8,6,41,0.566955139,23.2,5,
2019,22,札幌,浦和,1,1,1,1,0,1.260869565,1.3,1.3,H,55,0.8,0.542185254,23.8,6,51,1.463074524,24.9,5,
2019,24,札幌,FC東京,1,1,1,1,0,0.916666667,1,1.7,H,55,1.4,0.542185254,23.8,6,50,0.806397358,23.2,8,
2019,26,札幌,仙台,1,3,0,0,0,1.465116279,1.2,1.1,H,55,1.6,0.542185254,23.8,6,45,0.673190422,25.9,6,
2019,29,札幌,Ｃ大阪,0,1,0,0,0,1.185185185,1.1,1.4,H,55,1,0.542185254,23.8,6,50,1.179596954,24.8,9,
2019,30,札幌,名古屋,3,0,3,1,1,1.277777778,1.3,1.6,H,55,0.8,0.542185254,23.8,6,41,1.065105043,23.9,6,
2019,32,札幌,磐田,1,2,0,0,0,1.310344828,1.1,1.8,H,55,0.8,0.542185254,23.8,6,41,0.959420201,26.6,8,
2019,34,札幌,川崎Ｆ,1,2,0,0,0,0.413793103,0.7,2.2,H,55,1.2,0.542185254,23.8,6,69,1.169689,24.9,5,
2020,6,札幌,FC東京,1,1,1,1,0,0.916666667,1,1.7,H,46,1.6,1.005328698,23.9,9,64,0.938648733,23.7,5,
2020,7,札幌,横浜FM,3,1,3,1,1,0.692307692,1.1,2,H,46,1.8,1.005328698,23.9,9,70,1.297694697,23,7,
2020,8,札幌,神戸,2,3,0,0,0,1.035714286,1.4,2,H,46,1.8,1.005328698,23.9,9,47,1.233579346,24.5,5,
2020,10,札幌,川崎Ｆ,1,6,0,0,0,0.413793103,0.7,2.2,H,46,1,1.005328698,23.9,9,60,1.178696606,26.1,5,
2020,11,札幌,大分,1,1,1,1,0,1.291666667,1,1.2,H,46,0.8,1.005328698,23.9,9,47,0.710398085,24.1,1,
2020,13,札幌,名古屋,0,0,1,1,0,1.277777778,1.3,1.6,H,46,0.2,1.005328698,23.9,9,37,1.258199641,24.9,6,
2020,14,札幌,広島,0,2,0,0,0,1.083333333,1.4,1.8,H,46,0.4,1.005328698,23.9,9,55,0.842732169,25.7,4,
2020,16,札幌,浦和,3,4,0,0,0,1.260869565,1.3,1.3,H,46,0.4,1.005328698,23.9,9,37,1.561849942,25.3,6,
2020,17,札幌,Ｇ大阪,0,1,0,0,0,0.928571429,0.9,1.9,H,46,0.8,1.005328698,23.9,9,47,1.074573277,23.9,7,
2020,18,札幌,柏,0,1,0,0,0,1.148148148,1.3,1.8,H,46,0.6,1.005328698,23.9,9,31,0.914541362,23.9,6,
2020,20,札幌,仙台,3,3,1,1,0,1.465116279,1.2,1.1,H,46,0.6,1.005328698,23.9,9,41,0.883765993,24.8,7,
2020,21,札幌,湘南,2,1,3,1,1,1.571428571,1.6,1.1,H,46,0.8,1.005328698,23.9,9,36,0.678596871,23.5,3,
2020,23,札幌,鹿島,1,0,3,1,1,0.565217391,0.8,2.3,H,46,0.8,1.005328698,23.9,9,63,1.064314821,24.4,5,
2020,24,札幌,横浜FC,3,0,3,1,1,1.444444444,1.3,1.1,H,46,1.4,1.005328698,23.9,9,31,0.471888981,26.9,4,
2020,27,札幌,鳥栖,1,1,1,1,0,1.571428571,1.4,1.1,H,46,1.8,1.005328698,23.9,9,36,0.659105805,24.4,10,
2020,28,札幌,清水,5,1,3,1,1,1.148148148,1.7,2,H,46,1.4,1.005328698,23.9,9,39,1.03866868,25,9,
2020,31,札幌,Ｃ大阪,1,3,0,0,0,1.185185185,1.1,1.4,H,46,1.6,1.005328698,23.9,9,59,1.187416294,23.7,8,
2021,1,札幌,横浜FC,5,1,3,1,1,1.444444444,1.3,1.1,H,39,1.6,0.835298928,26.3,7,33,0.616410353,29,4,
2021,6,札幌,神戸,3,4,0,0,0,1.035714286,1.4,2,H,39,1.4,0.835298928,26.3,7,36,1.316476397,26.9,6,
2021,9,札幌,鹿島,2,2,1,1,0,0.565217391,0.8,2.3,H,39,0.8,0.835298928,26.3,7,59,1.240997578,25.2,6,
2021,10,札幌,横浜FM,1,3,0,0,0,0.692307692,1.1,2,H,39,1,0.835298928,26.3,7,47,1.242255559,26.5,5,
2021,11,札幌,仙台,2,1,3,1,1,1.465116279,1.2,1.1,H,39,0.8,0.835298928,26.3,7,28,0.649746831,26.3,8,
2017,7,仙台,鹿島,1,4,0,0,0,0.896551724,1,1.8,H,46,1.2,0.736838216,24.5,5,78,1.179074149,24.3,7,
2017,10,仙台,FC東京,0,2,0,0,0,1.11627907,1.1,1.6,H,46,0.8,0.736838216,24.5,5,46,1.127202867,24.2,6,
2017,13,仙台,新潟,2,1,3,1,1,1.625,1.4,1.1,H,46,1,0.736838216,24.5,5,36,0.711567592,24.3,6,
2017,14,仙台,甲府,3,0,3,1,1,1.605263158,1.4,1,H,46,1.4,0.736838216,24.5,5,30,0.577234271,26.7,8,
2017,16,仙台,Ｃ大阪,2,4,0,0,0,1.25,1.3,1.4,H,46,1.6,0.736838216,24.5,5,22,1.172423985,23.2,5,
2017,17,仙台,Ｇ大阪,2,3,0,0,0,1.038461538,1.1,1.8,H,46,1.6,0.736838216,24.5,5,48,1.014150072,23,7,
2017,19,仙台,柏,1,1,1,1,0,1.5,1.2,1,H,46,0.8,0.736838216,24.5,5,48,0.911072524,23.2,6,
2017,21,仙台,磐田,0,0,1,1,0,0.9375,1.1,1.6,H,46,0.2,0.736838216,24.5,5,46,0.80333986,25.5,3,
2017,22,仙台,広島,1,0,3,1,1,1.121212121,1,1.4,H,46,0.4,0.736838216,24.5,5,58,1.288801862,25.9,5,
2017,25,仙台,鳥栖,4,1,3,1,1,1.482758621,1.5,1.3,H,46,1.4,0.736838216,24.5,5,34,1.20700484,24.9,6,
2017,28,仙台,浦和,2,3,0,0,0,0.542857143,1,2.3,H,46,1.8,0.736838216,24.5,5,66,1.322052684,26.5,3,
2017,30,仙台,清水,0,0,1,1,0,1.21875,1.2,1.5,H,46,1.2,0.736838216,24.5,5,22,0.711567592,24.6,5,
2017,32,仙台,大宮,3,0,3,1,1,1.457142857,1.5,1.3,H,46,1,0.736838216,24.5,5,52,0.859866258,25.8,6,
2017,33,仙台,横浜FM,2,2,1,1,0,1.108108108,1.1,1.6,H,46,1,0.736838216,24.5,5,44,0.901097277,23.2,6,
2018,1,仙台,柏,1,0,3,1,1,1.5,1.2,1,H,41,1.2,0.701237478,23.9,5,62,0.904537419,24.2,7,
2018,3,仙台,神戸,1,1,1,1,0,1.290322581,1.2,1.4,H,41,2,0.701237478,23.9,5,44,2.291101945,25.9,8,
2018,5,仙台,長崎,1,0,3,1,1,1.087248322,0.510067114,0.288590604,H,41,1.6,0.701237478,23.9,5,25,0.446670595,25.2,5,
2018,8,仙台,川崎Ｆ,0,0,1,1,0,0.727272727,1.2,2.1,H,41,1.6,0.701237478,23.9,5,72,1.224513848,25.5,7,
2018,9,仙台,磐田,0,3,0,0,0,0.9375,1.1,1.6,H,41,1.6,0.701237478,23.9,5,58,0.868002357,26,6,
2018,11,仙台,札幌,2,2,1,1,0,1.255813953,1.1,1.2,H,41,0.8,0.701237478,23.9,5,43,0.649970536,25.9,6,
2018,14,仙台,広島,1,3,0,0,0,1.121212121,1,1.4,H,41,0.8,0.701237478,23.9,5,33,1.015321155,25,4,
2018,16,仙台,横浜FM,2,8,0,0,0,1.108108108,1.1,1.6,H,41,1.4,0.701237478,23.9,5,59,0.820860342,23.8,8,
2018,18,仙台,Ｃ大阪,2,2,1,1,0,1.25,1.3,1.4,H,41,1.8,0.701237478,23.9,5,63,1.208014143,24.1,7,
2018,19,仙台,名古屋,1,2,0,0,0,1.24137931,1.2,1.3,H,41,1.4,0.701237478,23.9,5,25,0.81496759,23.7,6,
2018,22,仙台,湘南,4,1,3,1,1,1.673469388,1.7,1.5,H,41,1.4,0.701237478,23.9,5,25,0.585150265,24.2,4,
2018,23,仙台,Ｇ大阪,2,1,3,1,1,1.038461538,1.1,1.8,H,41,1.4,0.701237478,23.9,5,43,0.945786682,23.1,5,
2018,25,仙台,清水,2,1,3,1,1,1.21875,1.2,1.5,H,41,1.8,0.701237478,23.9,5,28,0.704183854,25.3,6,
2018,26,仙台,FC東京,1,0,3,1,1,1.11627907,1.1,1.6,H,41,2.4,0.701237478,23.9,5,40,0.991750147,23.3,5,
2018,29,仙台,浦和,1,1,1,1,0,0.542857143,1,2.3,H,41,1.2,0.701237478,23.9,5,49,1.563347083,26.3,6,
2018,30,仙台,鳥栖,2,3,0,0,0,1.482758621,1.5,1.3,H,41,1.4,0.701237478,23.9,5,47,1.143193872,25.4,7,
2018,33,仙台,鹿島,0,3,0,0,0,0.896551724,1,1.8,H,41,0.8,0.701237478,23.9,5,72,1.121390689,25,6,
2019,1,仙台,浦和,0,0,1,1,0,0.542857143,1,2.3,H,45,0.6,0.673190422,25.9,6,51,1.463074524,24.9,5,
2019,3,仙台,神戸,1,3,0,0,0,1.290322581,1.2,1.4,H,45,0.8,0.673190422,25.9,6,45,2.002507569,25.6,9,
2019,5,仙台,Ｃ大阪,0,2,0,0,0,1.25,1.3,1.4,H,45,0.2,0.673190422,25.9,6,50,1.179596954,24.8,9,
2019,6,仙台,鳥栖,3,0,3,1,1,1.482758621,1.5,1.3,H,45,0.2,0.673190422,25.9,6,41,1.279777377,25,10,
2019,9,仙台,Ｇ大阪,2,1,3,1,1,1.038461538,1.1,1.8,H,45,0.6,0.673190422,25.9,6,48,1.493348827,24.3,7,
2019,11,仙台,広島,2,1,3,1,1,1.121212121,1,1.4,H,45,1.2,0.673190422,25.9,6,57,0.868597291,25.3,5,
2019,14,仙台,名古屋,3,1,3,1,1,1.24137931,1.2,1.3,H,45,1.2,0.673190422,25.9,6,41,1.065105043,23.9,6,
2019,16,仙台,FC東京,2,0,3,1,1,1.11627907,1.1,1.6,H,45,1.8,0.673190422,25.9,6,50,0.806397358,23.2,8,
2019,17,仙台,札幌,2,1,3,1,1,1.255813953,1.1,1.2,H,45,1.8,0.673190422,25.9,6,55,0.542185254,23.8,6,
2019,19,仙台,鹿島,0,4,0,0,0,0.896551724,1,1.8,H,45,2.4,0.673190422,25.9,6,56,1.061251949,24.4,6,
2019,21,仙台,磐田,2,1,3,1,1,0.9375,1.1,1.6,H,45,1.4,0.673190422,25.9,6,41,0.959420201,26.6,8,
2019,23,仙台,川崎Ｆ,2,2,1,1,0,0.727272727,1.2,2.1,H,45,0.8,0.673190422,25.9,6,69,1.169689,24.9,5,
2019,24,仙台,湘南,1,1,1,1,0,1.673469388,1.7,1.5,H,45,1,0.673190422,25.9,6,41,0.566955139,23.2,5,
2019,27,仙台,横浜FM,1,1,1,1,0,1.108108108,1.1,1.6,H,45,1,0.673190422,25.9,6,41,0.885110547,24.2,9,
2019,28,仙台,松本,0,1,0,0,0,1.8,1.2,0.8,H,45,1.2,0.673190422,25.9,6,30,0.753004495,26,7,
2019,31,仙台,清水,2,0,3,1,1,1.21875,1.2,1.5,H,45,1.4,0.673190422,25.9,6,49,0.810800893,24.4,7,
2019,33,仙台,大分,2,0,3,1,1,1.25,1.1,1.6,H,45,1.2,0.673190422,25.9,6,30,0.419987156,23.9,2,
2020,1,仙台,名古屋,1,1,1,1,0,1.24137931,1.2,1.3,H,41,1.2,0.883765993,24.8,7,37,1.258199641,24.9,6,
2020,3,仙台,浦和,1,2,0,0,0,0.542857143,1,2.3,H,41,1.4,0.883765993,24.8,7,37,1.561849942,25.3,6,
2020,5,仙台,札幌,2,2,1,1,0,1.255813953,1.1,1.2,H,41,1,0.883765993,24.8,7,46,1.005328698,23.9,9,
2020,6,仙台,川崎Ｆ,2,3,0,0,0,0.727272727,1.2,2.1,H,41,1.2,0.883765993,24.8,7,60,1.178696606,26.1,5,
2020,8,仙台,横浜FM,0,1,0,0,0,1.108108108,1.1,1.6,H,41,0.4,0.883765993,24.8,7,70,1.297694697,23,7,
2020,10,仙台,清水,0,0,1,1,0,1.21875,1.2,1.5,H,41,0.8,0.883765993,24.8,7,39,1.03866868,25,9,
2020,14,仙台,Ｇ大阪,1,4,0,0,0,1.038461538,1.1,1.8,H,41,1,0.883765993,24.8,7,47,1.074573277,23.9,7,
2020,16,仙台,大分,0,3,0,0,0,1.25,1.1,1.6,H,41,0.4,0.883765993,24.8,7,47,0.710398085,24.1,1,
2020,19,仙台,Ｃ大阪,2,3,0,0,0,1.25,1.3,1.4,H,41,0,0.883765993,24.8,7,59,1.187416294,23.7,8,
2020,22,仙台,横浜FC,0,0,1,1,0,1.52,1.3,1.2,H,41,0.2,0.883765993,24.8,7,31,0.471888981,26.9,4,
2020,30,仙台,神戸,2,3,0,0,0,1.290322581,1.2,1.4,H,41,0.4,0.883765993,24.8,7,47,1.233579346,24.5,5,
2020,25,仙台,広島,0,0,1,1,0,1.121212121,1,1.4,H,41,0.2,0.883765993,24.8,7,55,0.842732169,25.7,4,
2020,11,仙台,鳥栖,0,3,0,0,0,1.482758621,1.5,1.3,H,41,0.4,0.883765993,24.8,7,36,0.659105805,24.4,10,
2020,32,仙台,FC東京,2,2,1,1,0,1.11627907,1.1,1.6,H,41,0.8,0.883765993,24.8,7,64,0.938648733,23.7,5,
2020,28,仙台,鹿島,1,3,0,0,0,0.896551724,1,1.8,H,41,1,0.883765993,24.8,7,63,1.064314821,24.4,5,
2020,26,仙台,柏,0,2,0,0,0,1.5,1.2,1,H,41,1.4,0.883765993,24.8,7,31,0.914541362,23.9,6,
2020,34,仙台,湘南,0,0,1,1,0,1.673469388,1.7,1.5,H,41,1.8,0.883765993,24.8,7,36,0.678596871,23.5,3,
2021,2,仙台,川崎Ｆ,1,5,0,0,0,0.727272727,1.2,2.1,H,28,1.6,0.649746831,26.3,8,83,1.398245117,27.1,5,
2021,7,仙台,神戸,0,2,0,0,0,1.290322581,1.2,1.4,H,28,0.2,0.649746831,26.3,8,36,1.316476397,26.9,6,
2021,9,仙台,横浜FM,0,0,1,1,0,1.108108108,1.1,1.6,H,28,0,0.649746831,26.3,8,47,1.242255559,26.5,5,
2021,12,仙台,柏,1,0,3,1,1,1.5,1.2,1,H,28,0.4,0.649746831,26.3,8,52,1.187533415,26,9,
2017,7,清水,大宮,1,1,1,1,0,1.666666667,1.4,1,H,22,1.8,0.711567592,24.6,5,52,0.859866258,25.8,6,
2017,9,清水,仙台,0,3,0,0,0,1.59375,1.5,1.2,H,22,1,0.711567592,24.6,5,46,0.736838216,24.5,5,
2017,11,清水,鳥栖,1,1,1,1,0,1.368421053,1.2,1.3,H,22,1.2,0.711567592,24.6,5,34,1.20700484,24.9,6,
2017,13,清水,横浜FM,1,3,0,0,0,1.319444444,1.2,1.4,H,22,0.8,0.711567592,24.6,5,44,0.901097277,23.2,6,
2017,14,清水,FC東京,0,2,0,0,0,1.203703704,1.2,1.4,H,22,0.6,0.711567592,24.6,5,46,1.127202867,24.2,6,
2017,16,清水,甲府,1,0,3,1,1,1.952380952,1.4,0.5,H,22,0.6,0.711567592,24.6,5,30,0.577234271,26.7,8,
2017,18,清水,Ｇ大阪,2,0,3,1,1,1.273972603,1.5,1.7,H,22,0.8,0.711567592,24.6,5,48,1.014150072,23,7,
